Date,Time,LMP ($/MWh),SRP ($/MWh)
02/02/2024,11,15.38804,0.45
02/02/2024,12,13.80648,0.35
02/02/2024,13,12.61191,0.35
02/02/2024,14,9.67418,0.35
02/02/2024,15,12.2366,0.35
02/02/2024,16,28.17555,0.3
02/02/2024,17,46.35084,0.65205
02/02/2024,18,52.35548,1.48626
02/02/2024,19,50.96995,1
02/02/2024,20,50.45205,1
02/02/2024,21,49.72342,1
02/02/2024,22,48.68457,0.7
02/02/2024,23,46.4384,1
02/02/2024,24,43.80402,0.45
02/03/2024,1,73.2694,0.14
02/03/2024,2,95.1532,0.13
02/03/2024,3,72.83379,0.13
02/03/2024,4,95.08556,0.14
02/03/2024,5,102.0083,0.14
02/03/2024,6,70.05623,0.35
02/03/2024,7,53.01386,0.45
02/03/2024,8,59.07597,0.35
02/03/2024,9,22.71332,0.35
02/03/2024,10,13.92456,0.35
02/03/2024,11,14.06071,0.35
02/03/2024,12,14.08334,0.35
02/03/2024,13,15.36878,0.35
02/03/2024,14,16.02322,0.35
02/03/2024,15,17.07222,0.35082
02/03/2024,16,29.01384,0.35
02/03/2024,17,53.46942,0.35
02/03/2024,18,62.83914,1.11545
02/03/2024,19,64.92946,0.69
02/03/2024,20,62.56166,1
02/03/2024,21,63.67374,0.69
02/03/2024,22,64.28856,0.45
02/03/2024,23,73.51797,0.35
02/03/2024,24,67.11105,0.35
02/04/2024,1,51.40569,0.35
02/04/2024,2,57.24,0.35
02/04/2024,3,57.87552,0.14
02/04/2024,4,57.88122,0.14
02/04/2024,5,58.46788,0.35
02/04/2024,6,58.81172,0.35
02/04/2024,7,58.9722,0.35
02/04/2024,8,58.5576,0.35
02/04/2024,9,55.26694,0.35
02/04/2024,10,32.86552,1.33498
02/04/2024,11,29.65238,0.35
02/04/2024,12,28.45131,0.35
02/04/2024,13,26.92323,0.35
02/04/2024,14,26.45495,0.35
02/04/2024,15,29.0697,0.35
02/04/2024,16,43.63336,0.35
02/04/2024,17,52.94465,0.61
02/04/2024,18,61.38964,1.1315
02/04/2024,19,57.56037,1
02/04/2024,20,57.00604,1
02/04/2024,21,54.91346,0.79949
02/04/2024,22,52.27359,0.76607
02/04/2024,23,53.10914,1.25291
02/04/2024,24,54.91935,0.61765
02/05/2024,1,48.1242,0.35
02/05/2024,2,51.33626,0.71131
02/05/2024,3,50.59199,0.35
02/05/2024,4,46.06567,0.35
02/05/2024,5,47.30928,0.35
02/05/2024,6,63.47706,0.64182
02/05/2024,7,64.76202,0.63858
02/05/2024,8,58.77905,1.11157
02/05/2024,9,53.45007,0.66863
02/05/2024,10,52.47961,0.35
02/05/2024,11,45.06841,0.35
02/05/2024,12,44.31689,0.35
02/05/2024,13,44.03291,0.35
02/05/2024,14,44.19627,0.35
02/05/2024,15,45.02196,0.35
02/05/2024,16,55.06184,0.35
02/05/2024,17,62.94634,0.45
02/05/2024,18,65.35339,0.5021
02/05/2024,19,64.04787,1
02/05/2024,20,62.53858,1
02/05/2024,21,66.92691,1
02/05/2024,22,60.52984,0.98861
02/05/2024,23,60.75955,0.91
02/05/2024,24,70.46566,0.91
02/06/2024,1,49.02173,0.4
02/06/2024,2,44.19316,0.35
02/06/2024,3,43.90055,0.35
02/06/2024,4,43.8077,0.97517
02/06/2024,5,44.32297,0.35
02/06/2024,6,52.87417,0.45
02/06/2024,7,55.69854,0.45
02/06/2024,8,56.25825,0.45
02/06/2024,9,52.36124,0.82161
02/06/2024,10,49.12506,0.45
02/06/2024,11,45.56354,0.53
02/06/2024,12,41.40698,0.35
02/06/2024,13,41.29169,0.35
02/06/2024,14,41.14086,1
02/06/2024,15,41.11071,0.35
02/06/2024,16,45.11636,0.875
02/06/2024,17,52.29103,0.58294
02/06/2024,18,53.37637,0.54144
02/06/2024,19,53.57995,1
02/06/2024,20,52.44066,0.51728
02/06/2024,21,51.97172,1
02/06/2024,22,50.93643,0.78752
02/06/2024,23,49.46537,1
02/06/2024,24,47.90268,0.35
02/07/2024,1,48.08367,1
02/07/2024,2,59.70242,0.35
02/07/2024,3,59.74906,0.35
02/07/2024,4,59.00485,0.35
02/07/2024,5,52.04578,0.35
02/07/2024,6,46.342,0.45
02/07/2024,7,54.9164,1
02/07/2024,8,50.216,1.33222
02/07/2024,9,40.885,1
02/07/2024,10,31.42653,0.45
02/07/2024,11,26.52842,0.88286
02/07/2024,12,23.02795,0.35
02/07/2024,13,22.63783,0.35
02/07/2024,14,27.16244,0.35
02/07/2024,15,28.77944,0.35
02/07/2024,16,38.86308,0.35
02/07/2024,17,48.37979,0.53755
02/07/2024,18,54.93443,1
02/07/2024,19,60.61116,1
02/07/2024,20,57.47415,1
02/07/2024,21,63.58186,1
02/07/2024,22,63.43257,0.58866
02/07/2024,23,63.8502,1
02/07/2024,24,63.19543,0.45
02/08/2024,1,48.88599,0.35
02/08/2024,2,45.01357,0.35
02/08/2024,3,44.95931,0.50572
02/08/2024,4,44.95534,0.35
02/08/2024,5,45.91717,0.52603
02/08/2024,6,47.21387,0.5152
02/08/2024,7,57.05121,2.82394
02/08/2024,8,50.52083,4.91533
02/08/2024,9,31.78296,3.98
02/08/2024,10,16.92987,3.22157
02/08/2024,11,9.8984,0.45
02/08/2024,12,7.83324,0.35
02/08/2024,13,11.50192,0.35
02/08/2024,14,13.618,0.35
02/08/2024,15,16.73942,0.53033
02/08/2024,16,19.62647,0.35
02/08/2024,17,44.90244,1
02/08/2024,18,59.35799,2.82694
02/08/2024,19,58.61433,2.22483
02/08/2024,20,58.5202,1.99
02/08/2024,21,57.74498,1.36
02/08/2024,22,56.91781,1.22101
02/08/2024,23,47.15859,1
02/08/2024,24,46.07925,1
02/09/2024,1,63.82315,0.55655
02/09/2024,2,62.22492,0.35
02/09/2024,3,62.3349,0.35
02/09/2024,4,61.67001,0.53447
02/09/2024,5,62.12267,0.45
02/09/2024,6,62.04432,0.47375
02/09/2024,7,68.71553,1
02/09/2024,8,62.10942,1
02/09/2024,9,38.89304,0.45
02/09/2024,10,25.29696,0.45
02/09/2024,11,21.75828,0.35
02/09/2024,12,19.16654,0.35
02/09/2024,13,18.92309,0.35
02/09/2024,14,17.53235,0.35
02/09/2024,15,17.55416,0.35
02/09/2024,16,25.97809,0.14
02/09/2024,17,50.8,1
02/09/2024,18,59.81345,2.47216
02/09/2024,19,59.72672,1
02/09/2024,20,59.24879,1
02/09/2024,21,58.9903,1
02/09/2024,22,57.88329,1
02/09/2024,23,56.47562,1
02/09/2024,24,47.75834,1
02/10/2024,1,48.98934,0.45
02/10/2024,2,47.97543,0.69376
02/10/2024,3,47.43116,0.35
02/10/2024,4,46.92133,0.35
02/10/2024,5,47.67344,0.5459
02/10/2024,6,49.36653,0.76599
02/10/2024,7,57.30604,0.35
02/10/2024,8,47.15972,0.67504
02/10/2024,9,20.94608,0.45
02/10/2024,10,11.58031,1.5
02/10/2024,11,1.94226,0.45
02/10/2024,12,0.16299,0.35
02/10/2024,13,-0.02507,0.35
02/10/2024,14,-4.53019,0.35
02/10/2024,15,-3.62477,0.35
02/10/2024,16,10.86301,0.35
02/10/2024,17,43.9835,0.35
02/10/2024,18,58.62891,1.47
02/10/2024,19,59.54341,1
02/10/2024,20,59.189,1
02/10/2024,21,59.00317,1
02/10/2024,22,58.77692,1.35966
02/10/2024,23,55.98222,0.35
02/10/2024,24,51.65884,0.45
02/11/2024,1,50.73194,0.4
02/11/2024,2,50.07485,0.37
02/11/2024,3,50.0858,0.35
02/11/2024,4,49.79395,0.35
02/11/2024,5,48.49924,0.35
02/11/2024,6,50.18322,0.4
02/11/2024,7,50.35423,0.7032
02/11/2024,8,42.90906,0.45
02/11/2024,9,14.23069,1.5
02/11/2024,10,-10.47305,2.8
02/11/2024,11,-12.40678,0.4
02/11/2024,12,-12.42909,0.35
02/11/2024,13,-12.15319,0.35
02/11/2024,14,-8.17942,0.35
02/11/2024,15,-5.9974,0.35
02/11/2024,16,6.0475,0.41
02/11/2024,17,40.92944,0.52
02/11/2024,18,53.78726,0.7
02/11/2024,19,54.71633,1
02/11/2024,20,54.33795,1.16749
02/11/2024,21,54.3806,0.9
02/11/2024,22,54.1885,0.97517
02/11/2024,23,54.12797,0.45
02/11/2024,24,52.87196,0.8001
02/12/2024,1,50.17844,0.58
02/12/2024,2,48.74336,0.35
02/12/2024,3,48.62242,0.35
02/12/2024,4,51.24879,0.35
02/12/2024,5,53.33759,0.43638
02/12/2024,6,57.87389,0.51571
02/12/2024,7,64.47641,3.05414
02/12/2024,8,53.35204,0.69198
02/12/2024,9,29.17293,0.45
02/12/2024,10,4.52553,1
02/12/2024,11,-2.22331,1
02/12/2024,12,-4.43741,0.35
02/12/2024,13,-4.34337,0.45
02/12/2024,14,-3.40615,0.50616
02/12/2024,15,1.32249,0.45
02/12/2024,16,21.21319,0.35
02/12/2024,17,49.65143,0.45
02/12/2024,18,64.33808,1
02/12/2024,19,64.74405,1
02/12/2024,20,64.6952,1.5
02/12/2024,21,63.72472,1
02/12/2024,22,62.67391,1
02/12/2024,23,60.60233,1.5
02/12/2024,24,54.22448,1.5
02/13/2024,1,45.43395,0.47338
02/13/2024,2,45.46344,0.28487
02/13/2024,3,45.08926,0.25968
02/13/2024,4,44.96729,0.28487
02/13/2024,5,47.24329,0.35
02/13/2024,6,52.57802,0.35
02/13/2024,7,62.86759,1
02/13/2024,8,48.46923,0.45
02/13/2024,9,32.01073,0.35
02/13/2024,10,3.80022,1
02/13/2024,11,0.74403,0.45
02/13/2024,12,-2.16771,0.35
02/13/2024,13,-3.9449,0.35
02/13/2024,14,-5.93309,0.35
02/13/2024,15,-4.38149,0.35
02/13/2024,16,6.04827,0.35
02/13/2024,17,45.75546,0.35
02/13/2024,18,60.50634,1
02/13/2024,19,59.84995,1
02/13/2024,20,56.87587,1
02/13/2024,21,56.40326,1
02/13/2024,22,55.95301,0.96
02/13/2024,23,51.39843,0.35
02/13/2024,24,49.09022,0.45
02/14/2024,1,46.23918,0.74678
02/14/2024,2,44.21231,0.3864
02/14/2024,3,44.10189,0.35
02/14/2024,4,44.48412,0.35
02/14/2024,5,47.98442,0.4782
02/14/2024,6,51.682,0.35
02/14/2024,7,59.32167,1
02/14/2024,8,48.71953,1
02/14/2024,9,28.0134,0.35
02/14/2024,10,14.92889,0.45
02/14/2024,11,10.01041,1
02/14/2024,12,8.49903,0.35
02/14/2024,13,11.71111,0.35
02/14/2024,14,12.66067,0.35
02/14/2024,15,14.34138,0.35
02/14/2024,16,21.05345,0.35
02/14/2024,17,44.93639,0.91924
02/14/2024,18,60.29196,0.45
02/14/2024,19,60.13521,1
02/14/2024,20,60.18934,1
02/14/2024,21,57.33172,1
02/14/2024,22,56.61332,0.79
02/14/2024,23,49.6745,1
02/14/2024,24,47.36324,1
02/15/2024,1,43.84623,0.64669
02/15/2024,2,42.05932,0.3614
02/15/2024,3,41.49278,0.35
02/15/2024,4,43.1407,0.35
02/15/2024,5,44.41964,0.46728
02/15/2024,6,50.27024,0.42737
02/15/2024,7,58.38577,1
02/15/2024,8,47.57321,1
02/15/2024,9,24.49273,0.35
02/15/2024,10,11.89888,1
02/15/2024,11,-5.18306,1
02/15/2024,12,-10.64965,0.45
02/15/2024,13,-13.82485,0.35
02/15/2024,14,-16.046,0.35
02/15/2024,15,-14.68221,0.6618
02/15/2024,16,-5.14059,0.3
02/15/2024,17,38.02684,0.48904
02/15/2024,18,52.18884,1
02/15/2024,19,53.44846,1
02/15/2024,20,50.74183,1
02/15/2024,21,50.47841,1
02/15/2024,22,49.85812,1
02/15/2024,23,45.02367,0.90442
02/15/2024,24,43.99572,0.45
02/16/2024,1,44.73742,0.35
02/16/2024,2,43.83417,0.35
02/16/2024,3,41.79895,0.38232
02/16/2024,4,43.62849,0.35
02/16/2024,5,44.8219,0.35
02/16/2024,6,48.72365,0.52569
02/16/2024,7,55.92752,0.35
02/16/2024,8,56.32657,1
02/16/2024,9,26.3715,0.35
02/16/2024,10,14.3019,1
02/16/2024,11,12.62332,0.35
02/16/2024,12,9.89155,0.14
02/16/2024,13,8.00383,0.18
02/16/2024,14,9.35818,0.35
02/16/2024,15,13.32834,0.4
02/16/2024,16,25.57693,0.18
02/16/2024,17,43.00431,0.35
02/16/2024,18,54.52193,0.45
02/16/2024,19,53.36271,1
02/16/2024,20,52.72637,1
02/16/2024,21,52.55326,0.78
02/16/2024,22,52.09908,0.52
02/16/2024,23,49.00125,0.35
02/16/2024,24,45.24304,0.79891
02/17/2024,1,45.73879,1
02/17/2024,2,44.90088,0.53052
02/17/2024,3,44.32852,0.51304
02/17/2024,4,44.96014,0.43371
02/17/2024,5,44.7742,0.82261
02/17/2024,6,45.21198,0.73414
02/17/2024,7,45.11844,0.35
02/17/2024,8,33.21259,0.35
02/17/2024,9,16.43366,0.35
02/17/2024,10,6.84851,0.35
02/17/2024,11,5.80491,0.35
02/17/2024,12,5.71115,0.35
02/17/2024,13,3.8718,0.35
02/17/2024,14,4.00798,0.35
02/17/2024,15,5.17631,0.35
02/17/2024,16,10.07314,0.35
02/17/2024,17,43.85686,0.50153
02/17/2024,18,50.62359,1
02/17/2024,19,47.35615,1
02/17/2024,20,46.05253,1
02/17/2024,21,45.8442,1
02/17/2024,22,45.51676,0.80693
02/17/2024,23,44.74562,0.35
02/17/2024,24,41.91613,0.35
02/18/2024,1,46.01296,1
02/18/2024,2,43.05937,0.35
02/18/2024,3,42.60061,0.35
02/18/2024,4,42.64402,0.35
02/18/2024,5,42.61788,0.35
02/18/2024,6,42.5229,0.35
02/18/2024,7,43.91874,0.75235
02/18/2024,8,32.9567,0.35
02/18/2024,9,6.16022,1
02/18/2024,10,-4.07013,1
02/18/2024,11,-8.98898,0.45
02/18/2024,12,-7.39283,0.35
02/18/2024,13,-7.08035,0.35
02/18/2024,14,-6.88944,1
02/18/2024,15,-5.19304,0.6687
02/18/2024,16,5.8327,0.35
02/18/2024,17,41.09354,0.37793
02/18/2024,18,52.8434,1
02/18/2024,19,52.9997,1
02/18/2024,20,52.86369,1.18
02/18/2024,21,52.7003,1
02/18/2024,22,52.2893,0.78
02/18/2024,23,47.76452,1
02/18/2024,24,43.23468,0.45
02/19/2024,1,45.45334,0.35
02/19/2024,2,43.67613,0.35
02/19/2024,3,43.50226,0.14
02/19/2024,4,43.66287,0.46287
02/19/2024,5,45.03761,0.35
02/19/2024,6,50.28618,1
02/19/2024,7,52.05459,2.40566
02/19/2024,8,44.91248,1
02/19/2024,9,35.73431,1
02/19/2024,10,33.38235,1
02/19/2024,11,32.51616,0.35
02/19/2024,12,31.95161,0.13
02/19/2024,13,30.89424,0.18
02/19/2024,14,30.8909,0.35
02/19/2024,15,31.92909,0.37432
02/19/2024,16,35.1984,0.35
02/19/2024,17,49.74859,0.3946
02/19/2024,18,57.206,2.35743
02/19/2024,19,57.62168,2.46822
02/19/2024,20,56.79864,1
02/19/2024,21,55.96021,1
02/19/2024,22,54.44397,1
02/19/2024,23,45.63472,0.45
02/19/2024,24,42.64834,0.35
02/20/2024,1,39.2207,0.35
02/20/2024,2,38.66362,0.14
02/20/2024,3,38.63023,0.14
02/20/2024,4,38.62284,0.14
02/20/2024,5,38.70719,0.14
02/20/2024,6,45.23371,0.35
02/20/2024,7,52.70973,0.45
02/20/2024,8,51.95011,1
02/20/2024,9,40.67145,0.35
02/20/2024,10,35.18758,0.35
02/20/2024,11,33.677,0.35
02/20/2024,12,32.91662,0.14
02/20/2024,13,32.01011,0.14
02/20/2024,14,32.74067,0.46818
02/20/2024,15,34.91815,0.35
02/20/2024,16,39.61065,0.35
02/20/2024,17,54.84655,0.47398
02/20/2024,18,60.95063,4.0522
02/20/2024,19,60.77667,4.3544
02/20/2024,20,57.20773,1
02/20/2024,21,56.8021,1.84
02/20/2024,22,56.07789,1.59252
02/20/2024,23,47.20215,1
02/20/2024,24,42.46013,2.7438
02/21/2024,1,42.43976,0.53
02/21/2024,2,38.69084,0.35
02/21/2024,3,37.18413,0.16
02/21/2024,4,37.0426,0.16422
02/21/2024,5,38.02419,0.35
02/21/2024,6,44.11661,1.5
02/21/2024,7,55.42576,5.04
02/21/2024,8,43.08499,0.7224
02/21/2024,9,28.45519,0.45
02/21/2024,10,2.63733,1
02/21/2024,11,-1.70858,0.45
02/21/2024,12,-4.54346,0.35
02/21/2024,13,-6.15299,0.35
02/21/2024,14,-6.84878,0.35
02/21/2024,15,-6.31521,0.35
02/21/2024,16,1.82611,0.35
02/21/2024,17,38.39509,0.78444
02/21/2024,18,49.8371,3.46727
02/21/2024,19,51.16096,4.64434
02/21/2024,20,49.78146,2.76
02/21/2024,21,49.83212,1.9272
02/21/2024,22,48.90042,1
02/21/2024,23,43.64146,1
02/21/2024,24,41.58405,1
02/22/2024,1,34.52831,0.45
02/22/2024,2,34.79548,0.35
02/22/2024,3,34.3463,0.35
02/22/2024,4,34.64828,0.35
02/22/2024,5,40.95287,0.87169
02/22/2024,6,47.66621,1
02/22/2024,7,63.81813,10.91786
02/22/2024,8,45,6.13736
02/22/2024,9,11.88195,3.27291
02/22/2024,10,-0.93465,1
02/22/2024,11,-8.81864,0.45
02/22/2024,12,-11.08449,0.35
02/22/2024,13,-12.17054,0.35
02/22/2024,14,-11.65838,0.35
02/22/2024,15,-11.22256,0.35
02/22/2024,16,-2.90765,0.35
02/22/2024,17,38.75157,1
02/22/2024,18,60.14786,2.87252
02/22/2024,19,62.0343,4.53508
02/22/2024,20,59.00061,1.12706
02/22/2024,21,58.87021,1.07203
02/22/2024,22,57.75857,1
02/22/2024,23,48.44314,1
02/22/2024,24,42.962,1
02/23/2024,1,39.69144,1
02/23/2024,2,37.63914,1
02/23/2024,3,35.20669,1
02/23/2024,4,35.32448,1
02/23/2024,5,38.91799,1
02/23/2024,6,44.75317,1
02/23/2024,7,54.55595,7.63194
02/23/2024,8,46.45081,1
02/23/2024,9,28.87741,1
02/23/2024,10,13.74228,1
02/23/2024,11,5.90524,0.45
02/23/2024,12,2.21455,0.38
02/23/2024,13,0.27332,0.3
02/23/2024,14,0.33793,0.30916
02/23/2024,15,2.60791,0.3
02/23/2024,16,13.15166,0.45
02/23/2024,17,38.78478,1
02/23/2024,18,53.76019,5.08754
02/23/2024,19,53.46886,5.03215
02/23/2024,20,51.76654,1.52
02/23/2024,21,51.92585,1.83392
02/23/2024,22,50.33309,1
02/23/2024,23,41.47191,1
02/23/2024,24,41.16918,1
02/24/2024,1,36.19857,1
02/24/2024,2,35.93355,1.5
02/24/2024,3,35.71002,0.86026
02/24/2024,4,35.47465,0.6236
02/24/2024,5,35.99184,0.59898
02/24/2024,6,36.82563,1.0208
02/24/2024,7,41.36467,2.8
02/24/2024,8,32.10174,1
02/24/2024,9,23.2607,1
02/24/2024,10,8.27568,0.45
02/24/2024,11,1.84699,1
02/24/2024,12,-2.81277,1
02/24/2024,13,-6.03059,0.3
02/24/2024,14,-7.79421,0.45
02/24/2024,15,-5.83558,1
02/24/2024,16,1.36053,0.4
02/24/2024,17,29.78485,1
02/24/2024,18,45.44365,6.37306
02/24/2024,19,45.59489,5.55734
02/24/2024,20,44.72712,5.54301
02/24/2024,21,44.64639,5.04
02/24/2024,22,41.18512,1.09916
02/24/2024,23,39.75976,1
02/24/2024,24,36.1117,1
02/25/2024,1,32.87899,0.58061
02/25/2024,2,32.86401,0.69907
02/25/2024,3,32.92333,0.94076
02/25/2024,4,32.20577,0.27689
02/25/2024,5,32.90803,0.76864
02/25/2024,6,33.39614,1
02/25/2024,7,32.00467,1
02/25/2024,8,21.67598,1
02/25/2024,9,4.21151,1
02/25/2024,10,0.14875,1
02/25/2024,11,-4.17051,1
02/25/2024,12,-7.69674,0.45
02/25/2024,13,-10.69657,0.45
02/25/2024,14,-11.22487,0.45
02/25/2024,15,-2.39344,1
02/25/2024,16,1.63653,0.45
02/25/2024,17,31.39664,1
02/25/2024,18,40.76615,1
02/25/2024,19,41.87197,4.75313
02/25/2024,20,41.47802,4.1677
02/25/2024,21,40.87274,2.8
02/25/2024,22,40.15436,1.5
02/25/2024,23,35.5148,1
02/25/2024,24,31.39726,1
02/26/2024,1,30.10941,0.30258
02/26/2024,2,30.22091,0.14
02/26/2024,3,29.07794,0.14
02/26/2024,4,29.56423,0.14
02/26/2024,5,31.10516,0.14
02/26/2024,6,35.58041,1
02/26/2024,7,38.86029,3.88187
02/26/2024,8,34.09288,1
02/26/2024,9,28.48774,1
02/26/2024,10,21.26754,1
02/26/2024,11,19.89479,0.45
02/26/2024,12,18.22014,0.38
02/26/2024,13,17.58962,0.3
02/26/2024,14,19.21488,0.3
02/26/2024,15,21.94178,0.45
02/26/2024,16,29.43344,1
02/26/2024,17,35.63391,1
02/26/2024,18,45.49373,1.74953
02/26/2024,19,45.33603,1.75836
02/26/2024,20,43.9713,4.2
02/26/2024,21,43.16922,3.45511
02/26/2024,22,40.91129,1.5
02/26/2024,23,33.31771,1
02/26/2024,24,31.50748,1
02/27/2024,1,28.91757,0.90838
02/27/2024,2,27.40709,0.45263
02/27/2024,3,27.88926,0.4
02/27/2024,4,27.2904,0.45263
02/27/2024,5,31.87037,1
02/27/2024,6,36.03864,1
02/27/2024,7,45.17526,1
02/27/2024,8,32.63476,1
02/27/2024,9,-5.03708,1
02/27/2024,10,-21.15188,1
02/27/2024,11,-21.51945,1
02/27/2024,12,-21.78456,0.45
02/27/2024,13,-21.4338,0.45
02/27/2024,14,-21.28678,1
02/27/2024,15,-19.9759,1
02/27/2024,16,-17.67591,1
02/27/2024,17,22.95142,1
02/27/2024,18,48.00232,1
02/27/2024,19,49.8626,3.99388
02/27/2024,20,49.24845,2.81
02/27/2024,21,49.0012,1
02/27/2024,22,48.02944,1
02/27/2024,23,47.67514,1
02/27/2024,24,37.78368,1
02/28/2024,1,31.75407,1
02/28/2024,2,30.6544,0.82325
02/28/2024,3,30.37666,0.47496
02/28/2024,4,31.03774,0.65
02/28/2024,5,32.45269,1
02/28/2024,6,44.33879,1
02/28/2024,7,48.47198,5.04
02/28/2024,8,33.34757,1
02/28/2024,9,-4.75586,1
02/28/2024,10,-19.87325,1
02/28/2024,11,-22.93298,1
02/28/2024,12,-22.43391,1
02/28/2024,13,-22.86118,1
02/28/2024,14,-22.29149,1
02/28/2024,15,-22.44885,1
02/28/2024,16,-12.64811,1
02/28/2024,17,24.78859,1
02/28/2024,18,46.12069,3.27605
02/28/2024,19,48.69028,5.91124
02/28/2024,20,45.72335,2.93548
02/28/2024,21,45.25439,2.51553
02/28/2024,22,43.16677,1.3
02/28/2024,23,35.27105,1
02/28/2024,24,33.17757,1
02/29/2024,1,31.68737,1
02/29/2024,2,31.8806,1
02/29/2024,3,30.36152,0.45335
02/29/2024,4,29.88858,0.51722
02/29/2024,5,30.73176,0.69284
02/29/2024,6,32.66419,1
02/29/2024,7,43.79704,1.18456
02/29/2024,8,32.02338,1
02/29/2024,9,-6.89228,1
02/29/2024,10,-21.106,1
02/29/2024,11,-22.79469,1
02/29/2024,12,-24.77553,1
02/29/2024,13,-25.53552,0.53
02/29/2024,14,-25.01975,1
02/29/2024,15,-20.10775,1
02/29/2024,16,-11.77178,0.53
02/29/2024,17,28.30363,1
02/29/2024,18,44.72663,1
02/29/2024,19,45.53681,3.24873
02/29/2024,20,43.60016,1
02/29/2024,21,42.8782,2.00105
02/29/2024,22,42.5248,1
02/29/2024,23,31.74715,1
02/29/2024,24,30.40064,1
03/01/2024,1,29.90438,1
03/01/2024,2,29.55356,0.75889
03/01/2024,3,29.40107,1.09558
03/01/2024,4,29.401,0.58781
03/01/2024,5,30.47311,1.5
03/01/2024,6,41.1396,1.5
03/01/2024,7,39.48404,1
03/01/2024,8,22.17326,2.8
03/01/2024,9,6.59613,1
03/01/2024,10,-6.87876,1
03/01/2024,11,-10.01873,1
03/01/2024,12,-8.60751,1
03/01/2024,13,-6.3144,0.45
03/01/2024,14,-6.15635,0.45
03/01/2024,15,-8.35687,1
03/01/2024,16,0.37079,1
03/01/2024,17,35.03395,1
03/01/2024,18,46.5954,2.8
03/01/2024,19,47.77513,5.89511
03/01/2024,20,43.90959,1.72382
03/01/2024,21,43.72583,1.29291
03/01/2024,22,43.60806,1.29883
03/01/2024,23,40.47226,1.25
03/01/2024,24,38.0522,1
03/02/2024,1,33.00335,1
03/02/2024,2,32.49102,0.76648
03/02/2024,3,32.63338,1.5
03/02/2024,4,32.56075,0.69259
03/02/2024,5,32.5254,0.65158
03/02/2024,6,33.70927,1
03/02/2024,7,33.15486,1
03/02/2024,8,13.47806,1
03/02/2024,9,5.39376,1
03/02/2024,10,0.87324,0.4
03/02/2024,11,0.17759,0.45
03/02/2024,12,-0.64637,0.4
03/02/2024,13,-6.39114,0.3
03/02/2024,14,-7.99248,0.3
03/02/2024,15,-9.46455,0.4
03/02/2024,16,1.24188,0.45
03/02/2024,17,23.49966,1
03/02/2024,18,42.84589,2.20761
03/02/2024,19,45.59837,1
03/02/2024,20,43.06324,1
03/02/2024,21,42.56783,1.89397
03/02/2024,22,42.19275,1.74023
03/02/2024,23,39.42429,1
03/02/2024,24,38.15675,1.72259
03/03/2024,1,37.69165,1
03/03/2024,2,33.73741,0.64
03/03/2024,3,33.04855,0.50522
03/03/2024,4,33.15991,0.58
03/03/2024,5,33.14241,1
03/03/2024,6,33.38124,1
03/03/2024,7,33.10769,1
03/03/2024,8,4.07615,1
03/03/2024,9,-30.21532,1.01438
03/03/2024,10,-48.47676,1
03/03/2024,11,-47.73545,1
03/03/2024,12,-50.3331,0.62632
03/03/2024,13,-50.4189,0.45
03/03/2024,14,-51.3543,0.5
03/03/2024,15,-50.2668,1
03/03/2024,16,-41.48908,0.45
03/03/2024,17,3.10396,0.81
03/03/2024,18,41.45112,1
03/03/2024,19,46.32326,5
03/03/2024,20,42.68715,1.68091
03/03/2024,21,42.07683,1.00641
03/03/2024,22,41.71537,1
03/03/2024,23,40.51877,1.20048
03/03/2024,24,39.64317,1
03/04/2024,1,38.85183,0.97134
03/04/2024,2,38.3681,0.45969
03/04/2024,3,38.92728,0.40583
03/04/2024,4,38.9994,0.5058
03/04/2024,5,38.92325,0.6078
03/04/2024,6,43.41241,1
03/04/2024,7,44.66899,1
03/04/2024,8,26.73091,1
03/04/2024,9,-21.68332,1
03/04/2024,10,-39.37028,1
03/04/2024,11,-42.01323,1
03/04/2024,12,-42.64438,1
03/04/2024,13,-40.83072,1
03/04/2024,14,-40.63974,1
03/04/2024,15,-40.67849,1
03/04/2024,16,-27.75527,0.45
03/04/2024,17,7.7182,1
03/04/2024,18,50.23169,1.12
03/04/2024,19,56.39653,8.04608
03/04/2024,20,55.61972,7.2651
03/04/2024,21,53.33884,2.74257
03/04/2024,22,49.8635,1.41739
03/04/2024,23,48.2821,1
03/04/2024,24,45.33548,1
03/05/2024,1,43.06788,0.68445
03/05/2024,2,41.96821,0.35
03/05/2024,3,41.9697,0.52283
03/05/2024,4,42.01187,0.35151
03/05/2024,5,43.75844,0.81716
03/05/2024,6,52.93012,1
03/05/2024,7,58.20288,1
03/05/2024,8,21.68571,1
03/05/2024,9,-19.46691,1
03/05/2024,10,-29.57007,1
03/05/2024,11,-31.79251,1
03/05/2024,12,-31.98425,1
03/05/2024,13,-31.5949,0.6
03/05/2024,14,-31.14336,1
03/05/2024,15,-31.27274,1
03/05/2024,16,-25.17706,0.6
03/05/2024,17,6.3142,1
03/05/2024,18,56.19058,1
03/05/2024,19,59.67008,1.0692
03/05/2024,20,58.30241,1
03/05/2024,21,56.8598,1
03/05/2024,22,55.58702,1
03/05/2024,23,52.95694,1
03/05/2024,24,46.08833,1
03/06/2024,1,44.72955,1
03/06/2024,2,41.92128,0.61467
03/06/2024,3,41.24345,0.58777
03/06/2024,4,43.28607,0.61467
03/06/2024,5,48.0217,1
03/06/2024,6,55.44239,1
03/06/2024,7,60.80022,3.01037
